Listing_ID,Type,Address,Price,Price_Per_M2,Area,Rooms,Bathrooms,Floor,Year_Built,Finish,View,Seller_Type,Amenities,Description,Link,Amenities_Count,Is_Installments
EG-6902115,Apartment,red sea hurghada resorts mubark 6,4733400.0,48300.0,98.0,2 rooms,1 bathroom,1.0,2026.0,1,Main Street,Broker,"Water Meter, Security, Swimming Pool, Balcony","Super lux Apartments in Mubark 6 with size 98 M² View Main Street Super lux, first floor, two rooms, one baths",https://aqarmap.com.eg/en/listing/6902115-for-sale-red-sea-hurghada-resorts-mubark-6/,4,1
EG-6902101,Apartment,red sea hurghada resorts mubark 6,4347000.0,48300.0,90.0,2 rooms,1 bathroom,1.0,2026.0,1,Main Street,Broker,"Water Meter, Security, Swimming Pool, Balcony","Apartments 90 M² Super lux View Main Street, first floor, two rooms, one baths",https://aqarmap.com.eg/en/listing/6902101-for-sale-red-sea-hurghada-resorts-mubark-6/,4,1
EG-6902090,Apartment,cairo new cairo compounds sira community compound miqaat,4700000.0,43519.0,108.0,2 rooms,2 bathroom,1.0,2029.0,1,Garden,Broker,Garden,"Own your apartment with 0% down payment and installments over 8 years in a prime location in New Cairo – Sira Community New CairoOwn your unit in Sira Community Compound in the heart of New Cairo, just 5 minutes from the American University and Hyde Park, and close to Sokhna Road and South 90 Street. A strategic location that guarantees high investment value.",https://aqarmap.com.eg/en/listing/6902090-for-sale-cairo-new-cairo-compounds-sira-community-compound-miqaat/,1,1
EG-6902010,Chalet,north coast new alamein mntj t l lmyn ljdyd al alamien lagoons modon,3700000.0,49333.0,75.0,2 rooms,2 bathroom,1.0,2030.0,1,Sea View,Broker,"Security, Balcony","Finish:Semi Finished 75 M² View Seaview, first floor, two rooms, two baths in Al Alamien Lagoons - Modon",https://aqarmap.com.eg/en/listing/6902010-for-sale-north-coast-new-alamein-mntj-t-l-lmyn-ljdyd-al-alamien-lagoons-modon/,2,1
EG-6901936,Chalet,alexandria al agamy shataa el nakheel street 10,1100000.0,7857.0,140.0,3 rooms,2 bathroom,1.0,2016.0,1,Sea View,Broker,"Electricity Meter, Garden, Balcony",أغتنم الفرصة شاليه مميز جدا مساحه كبيره موقع ممتاز بقرية شاطئ النخيل الكيلو٢١,https://aqarmap.com.eg/en/listing/6901936-for-sale-alexandria-al-agamy-shataa-el-nakheel-street-10/,3,1
EG-6902011,Chalet,north coast new alamein mntj t l lmyn ljdyd al alamien lagoons modon,3700000.0,49333.0,75.0,2 rooms,2 bathroom,1.0,2030.0,0,Sea View,Broker,"Security, Balcony","Chalets For sale with size 75 M² Semi Finished View Seaview, first floor, two rooms, two baths",https://aqarmap.com.eg/en/listing/6902011-for-sale-north-coast-new-alamein-mntj-t-l-lmyn-ljdyd-al-alamien-lagoons-modon/,2,1
EG-6901819,Commercial,cairo new administrative capital r3 lmqsd almaqsed villas,4000000.0,86957.0,46.0,,,1.0,2026.0,1,Main Street,Broker,"Water Meter, Security, Parking, Garden",Shops For sale in AlMaqsed Villas - AlMaqsad Residence with size 46 M² View Main Street,https://aqarmap.com.eg/en/listing/6901819-for-sale-cairo-new-administrative-capital-r3-lmqsd-almaqsed-villas/,4,1
EG-6884920,Apartment,cairo new cairo compounds yellow residence urbanlanes avens,11400000.0,88372.0,129.0,2 rooms,2 bathroom,1.0,2029.0,1,Garden,Broker,"Elevator, Water Meter, Security, Garden, Balcony",شقة بحديقة خاصة في افينز - يلو ريزيدنس بالتجمع الخامس علي طريق السويس القديم,https://aqarmap.com.eg/en/listing/6884920-for-sale-cairo-new-cairo-compounds-yellow-residence-urbanlanes-avens/,5,1
EG-6902099,Apartment,cairo new cairo compounds sira community compound miqaat,6100000.0,43571.0,140.0,3 rooms,2 bathroom,5.0,2030.0,1,Main Street,Broker,"Elevator, Security, Parking, Balcony","Semi Finished Apartments in Sira Community Compound - Miqaat with size 140 M² View Main Street Semi Finished, fifth floor, three rooms, two baths",https://aqarmap.com.eg/en/listing/6902099-for-sale-cairo-new-cairo-compounds-sira-community-compound-miqaat/,4,1
EG-6896087,Apartment,cairo nasr city 6th zone,5500000.0,27500.0,200.0,3 rooms,2 bathroom,,,1,Side Street,Developer,Balcony,للبيع شقه اول سكن تشطيب الترا سوبر لوكس فى المنطقه السادسه مدينة نصر,https://aqarmap.com.eg/en/listing/6896087-for-sale-cairo-nasr-city-6th-zone/,1,0
EG-6902070,Apartment,red sea hurghada resorts mubark 6,4129650.0,50983.0,81.0,1 rooms,1 bathroom,1.0,2026.0,1,Main Street,Broker,"Elevator, Water Meter, Security, Swimming Pool, Gym, Garden, Balcony","Super lux Apartments in Mubark 6 with size 81 M² View Main Street Super lux, first floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6902070-for-sale-red-sea-hurghada-resorts-mubark-6/,7,1
EG-6902049,Apartment,red sea hurghada resorts mubark 6,3187800.0,46200.0,69.0,1 rooms,1 bathroom,1.0,2026.0,1,Main Street,Broker,"Water Meter, Security, Swimming Pool, Balcony","Finish:Super lux 69 M² View Main Street, first floor, one rooms, one baths in Mubark 6",https://aqarmap.com.eg/en/listing/6902049-for-sale-red-sea-hurghada-resorts-mubark-6/,4,1
EG-6902014,Apartment,red sea hurghada resorts mubark 6,3095400.0,48366.0,64.0,1 rooms,1 bathroom,1.0,2026.0,1,Main Street,Broker,"Water Meter, Security, Swimming Pool, Balcony",Apartments For sale in Mubark 6 with size 64 M² View Main Street,https://aqarmap.com.eg/en/listing/6902014-for-sale-red-sea-hurghada-resorts-mubark-6/,4,1
EG-6902007,Apartment,cairo new administrative capital ldwn twn nyl byzns syty,6500000.0,104839.0,62.0,2 rooms,,,2026.0,1,Main Street,Broker,,مشروع نايل بيزنس سيتي العاصمة الإدارية الجديدة,https://aqarmap.com.eg/en/listing/6902007-for-sale-cairo-new-administrative-capital-ldwn-twn-nyl-byzns-syty/,0,1
EG-6901927,Apartment,cairo new cairo compounds yardin compound mass,4754295.0,44852.0,106.0,2 rooms,1 bathroom,0.0,2029.0,1,Garden,Broker,Garden,"Apartment For sale in Yardin Compound - MassOwn your apartment with a 5% discount, 0% down payment, and installments up to 8 years in a prime location – Yardin New CairoOwn your apartment now in Yardin Compound in the heart of New Cairo, just 1 minute from Hyde Park and directly on the Middle Ring Road. A strategic location that guarantees high investment value and easy access to all main roads.",https://aqarmap.com.eg/en/listing/6901927-for-sale-cairo-new-cairo-compounds-yardin-compound-mass/,1,1
EG-6902197,Apartment,cairo new administrative capital r8 kardia capital link,5613384.0,33413.0,168.0,3 rooms,3 bathroom,2.0,2030.0,0,Main Street,Broker,"Elevator, Water Meter, Security, Garden, Balcony","Apartments For sale with size 168 M² Semi Finished View Main Street, second floor, three rooms, three baths",https://aqarmap.com.eg/en/listing/6902197-for-sale-cairo-new-administrative-capital-r8-kardia-capital-link/,5,1
EG-6902203,Apartment,cairo new cairo new narges,5500000.0,27363.0,201.0,3 rooms,3 bathroom,3.0,2024.0,1,Garden,Broker,"Security, Garden, Balcony","Located in the heart of New Narges, New Cairo, this semi-finished apartment offers a comfortable living space of 201 m². The apartment is situated on the 3rd floor and features a practical layout suitable for families or those looking for extra space.",https://aqarmap.com.eg/en/listing/6902203-for-sale-cairo-new-cairo-new-narges/,3,0
EG-6884907,Apartment,cairo new cairo compounds yellow residence urbanlanes avens,10270000.0,80866.0,127.0,2 rooms,2 bathroom,2.0,2029.0,1,Garden,Broker,"Elevator, Water Meter, Security, Garden, Balcony",شقة ١٢٧ متر في أفينز - يلو ريزيدنس بالتجمع الخامس علي طريق السويس القديم,https://aqarmap.com.eg/en/listing/6884907-for-sale-cairo-new-cairo-compounds-yellow-residence-urbanlanes-avens/,5,1
EG-6901964,Apartment,north coast resorts silver beach,495000.0,5824.0,85.0,2 rooms,1 bathroom,7.0,2019.0,1,Side Street,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony",Apartments For sale in Silver Beach Resort with size 85 M² View Side Street,https://aqarmap.com.eg/en/listing/6901964-for-sale-north-coast-resorts-silver-beach/,5,1
EG-6901852,Apartment,alexandria al agamy shataa el nakheel no 6 st,980000.0,8167.0,120.0,2 rooms,2 bathroom,5.0,2015.0,1,Sea View,Broker,"Elevator, Electricity Meter",لعشاق المساحه أغتنم الفرصة شقة مميزه جدا للبيع بقرية شاطئ النخيل الكيلو٢١,https://aqarmap.com.eg/en/listing/6901852-for-sale-alexandria-al-agamy-shataa-el-nakheel-no-6-st/,2,1
EG-6902073,Apartment,cairo new cairo lmstqbl syty compounds lbwskw syty la natura il bosco misr italia,8000000.0,59259.0,135.0,2 rooms,2 bathroom,3.0,2026.0,1,Main Street,Broker,"Elevator, Water Meter, Security, Garden, Balcony",شقة استلام فوري في- كمبوند البوسكو,https://aqarmap.com.eg/en/listing/6902073-for-sale-cairo-new-cairo-lmstqbl-syty-compounds-lbwskw-syty-la-natura-il-bosco-misr-italia/,5,1
EG-6901859,Apartment,cairo new administrative capital r7 park lane,12320000.0,63834.0,193.0,3 rooms,2 bathroom,5.0,2027.0,0,Main Street,Broker,"Elevator, Security, Garden, Balcony",Apartments For sale in Park Lane Compound - Al Attal with size 193 M² View Main Street,https://aqarmap.com.eg/en/listing/6901859-for-sale-cairo-new-administrative-capital-r7-park-lane/,4,1
EG-6902012,Apartment,cairo new cairo el narges el narges 3 ahmed el mansi st,2900000.0,29000.0,100.0,2 rooms,1 bathroom,1.0,2026.0,1,Main Street,Broker,"Water Meter, Natural Gas, Electricity Meter, Garden, Balcony","Apartments 100 M² Extra super lux View Main Street, first floor, two rooms, one baths",https://aqarmap.com.eg/en/listing/6902012-for-sale-cairo-new-cairo-el-narges-el-narges-3-ahmed-el-mansi-st/,5,0
EG-6902067,Office,cairo new administrative capital ldwn twn track rev mall dig,2980800.0,82800.0,36.0,2 rooms,1 bathroom,4.0,2026.0,1,Pool,Broker,,معلومات عن المشروع,https://aqarmap.com.eg/en/listing/6902067-for-sale-cairo-new-administrative-capital-ldwn-twn-track-rev-mall-dig/,0,1
EG-6901824,Apartment,cairo new cairo compounds yardin compound mass,4523904.0,47124.0,96.0,2 rooms,1 bathroom,2.0,2029.0,1,Garden,Broker,Garden,"Own your apartment with 0% down payment and installments over 8 years in a prime location in New Cairo – Yardin New CairoOwn your unit in Yardin Compound in the heart of New Cairo, just 1 minute from Hyde Park and directly on the Middle Ring Road, close to Sokhna Road and Cairo International Airport. A perfect location for both living and investment.",https://aqarmap.com.eg/en/listing/6901824-for-sale-cairo-new-cairo-compounds-yardin-compound-mass/,1,1
EG-6884894,Apartment,cairo new cairo compounds yellow residence urbanlanes avens,15675000.0,88559.0,177.0,3 rooms,3 bathroom,2.0,2027.0,1,Garden,Broker,"Elevator, Water Meter, Security, Garden, Balcony",شقة بحديقة للبيع في افينز - يلو ريزيدنس بالتجمع الخامس علي طريق السويس القديم,https://aqarmap.com.eg/en/listing/6884894-for-sale-cairo-new-cairo-compounds-yellow-residence-urbanlanes-avens/,5,1
EG-6902045,Apartment,north coast resorts silver beach,495000.0,5500.0,90.0,2 rooms,1 bathroom,2.0,2019.0,1,Corner,Broker,"Elevator, Water Meter, Electricity Meter, Security, Swimming Pool, Balcony",للبيع شقة مميزة 90م - لابيرلا الساحل الشمالي,https://aqarmap.com.eg/en/listing/6902045-for-sale-north-coast-resorts-silver-beach/,6,1
EG-6884883,Apartment,cairo new cairo compounds yellow residence urbanlanes avens,13315000.0,75653.0,176.0,3 rooms,3 bathroom,2.0,2027.0,1,Garden,Broker,"Elevator, Water Meter, Security, Garden, Balcony",شقة ٣ غرف للبيع في افينز - يلو ريزيدنس بالتجمع الخامس علي طريق السويس القديم,https://aqarmap.com.eg/en/listing/6884883-for-sale-cairo-new-cairo-compounds-yellow-residence-urbanlanes-avens/,5,1
EG-6880162,Chalet,north coast resorts direction white arabella,16400000.0,131200.0,125.0,2 rooms,2 bathroom,1.0,2026.0,1,Garden,Broker,"Elevator, Water Meter, Security, Swimming Pool, Garden, Balcony",Chalet with Garden For sale in Direction White Resort - Arabella with size 125 M² View Garden,https://aqarmap.com.eg/en/listing/6880162-for-sale-north-coast-resorts-direction-white-arabella/,6,1
EG-6884848,Apartment,cairo new cairo compounds yellow residence urbanlanes avens,13315000.0,75653.0,176.0,3 rooms,3 bathroom,2.0,2027.0,0,Garden,Broker,"Elevator, Water Meter, Security, Garden, Balcony","Finish:Without Finish 176 M² View Garden, second floor, three rooms, three baths in Avens - Yellow Residence",https://aqarmap.com.eg/en/listing/6884848-for-sale-cairo-new-cairo-compounds-yellow-residence-urbanlanes-avens/,5,1
EG-6880331,Chalet,north coast resorts direction white arabella,16400000.0,131200.0,125.0,2 rooms,2 bathroom,1.0,2026.0,1,Garden,Broker,"Elevator, Water Meter, Security, Swimming Pool, Garden, Balcony","Extra super lux Chalet with Garden in Direction White Resort - Arabella with size 125 M² View Garden Extra super lux, first floor, two rooms, two baths",https://aqarmap.com.eg/en/listing/6880331-for-sale-north-coast-resorts-direction-white-arabella/,6,1
EG-6901995,Apartment,alexandria sydy bshr sydy bshr bhry sidi beshr mosque st,4150000.0,23056.0,180.0,3 rooms,1 bathroom,6.0,2013.0,1,Main Street,Broker,,Apartment For sale in Sidi Beshr Mosque St.,https://aqarmap.com.eg/en/listing/6901995-for-sale-alexandria-sydy-bshr-sydy-bshr-bhry-sidi-beshr-mosque-st/,0,0
EG-6901924,Duplex,cairo nasr city 9th zone ahmed el zomor st,22000000.0,36667.0,600.0,,,,2024.0,1,Main Street,Broker,,Duplex Shop For sale in Ahmed El Zomor St. with size 600 M² View Main Street,https://aqarmap.com.eg/en/listing/6901924-for-sale-cairo-nasr-city-9th-zone-ahmed-el-zomor-st/,0,0
EG-6901861,Apartment,cairo new administrative capital r7 park lane,12320000.0,63834.0,193.0,3 rooms,2 bathroom,5.0,2027.0,0,Main Street,Broker,"Elevator, Security, Garden, Balcony","Finish:Semi Finished 193 M² View Main Street, fifth floor, three rooms, two baths in Park Lane Compound - Al Attal",https://aqarmap.com.eg/en/listing/6901861-for-sale-cairo-new-administrative-capital-r7-park-lane/,4,1
EG-6901902,Apartment,red sea hurghada resorts mjwysh,5605600.0,53900.0,104.0,2 rooms,1 bathroom,1.0,2028.0,1,Pool,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony","Apartments 104 M² Super lux View Pool, first floor, two rooms, one baths",https://aqarmap.com.eg/en/listing/6901902-for-sale-red-sea-hurghada-resorts-mjwysh/,5,1
EG-6889153,Medical,cairo new cairo compounds lyjntry mwl ktlyst llttwyr,5000000.0,108696.0,46.0,1 rooms,1 bathroom,2.0,2020.0,1,Main Street,Broker,,Clinic for sale in Elegantry New Cairo,https://aqarmap.com.eg/en/listing/6889153-for-sale-cairo-new-cairo-compounds-lyjntry-mwl-ktlyst-llttwyr/,0,0
EG-6893860,Penthouse,cairo 6th of october hadaeq october compounds eco west compound new city development asia,2915000.0,17994.0,162.0,3 rooms,1 bathroom,5.0,2028.0,1,Club,Developer,"Elevator, Security, Parking, Balcony",امتلك بنتهاوس بفيو النادي مباشرة في Eco West على بُعد خطوات من O West وبأفضل نظام سداد في حدائق أكتوبر !,https://aqarmap.com.eg/en/listing/6893860-for-sale-cairo-6th-of-october-hadaeq-october-compounds-eco-west-compound-new-city-development-asia/,4,1
EG-6901940,Duplex,cairo el shorouk lmntq lthmn neighbourhood 1,3600000.0,11613.0,310.0,5 rooms,2 bathroom,0.0,2020.0,1,Garden,Broker,Garden,دوبلكس For sale in Neighbourhood 1,https://aqarmap.com.eg/en/listing/6901940-for-sale-cairo-el-shorouk-lmntq-lthmn-neighbourhood-1/,1,0
EG-6901910,Apartment,alexandria smouha Muruj,9680000.0,55000.0,176.0,3 rooms,3 bathroom,13.0,2027.0,1,Corner,Broker,,Apartments For sale in Muruj,https://aqarmap.com.eg/en/listing/6901910-for-sale-alexandria-smouha-Muruj/,0,1
EG-6900447,Commercial,cairo new administrative capital mntq l ml lmrkzyh mu7 cbd,4617000.0,171000.0,27.0,,,1.0,2029.0,1,Main Street,Broker,Security,Shops For sale in MU7 - CBD with size 27 M² View Main Street,https://aqarmap.com.eg/en/listing/6900447-for-sale-cairo-new-administrative-capital-mntq-l-ml-lmrkzyh-mu7-cbd/,1,1
EG-6901811,Apartment,cairo el haram el talbya el mostashfa st,1750000.0,12500.0,140.0,3 rooms,1 bathroom,10.0,2017.0,1,Side Street,Broker,"Elevator, Water Meter, Electricity Meter, Security, Balcony","Extra super lux Apartments in El Mostashfa St. with size 140 M² View Side Street Extra super lux, tenth floor, three rooms, one baths",https://aqarmap.com.eg/en/listing/6901811-for-sale-cairo-el-haram-el-talbya-el-mostashfa-st/,5,0
EG-6902013,Apartment,cairo new administrative capital r8 diplo east compound mbg,9058500.0,54900.0,165.0,3 rooms,2 bathroom,3.0,2030.0,0,Main Street,Broker,"Elevator, Security, Parking, Garden, Balcony",مشروع ديبلو ايست العاصمة الادارية – R8موقع راقي بجوار الحي الدبلوماسي و النهر الأخضر,https://aqarmap.com.eg/en/listing/6902013-for-sale-cairo-new-administrative-capital-r8-diplo-east-compound-mbg/,5,1
EG-6902047,Duplex,cairo nasr city abou dawoud el zaheri,55000000.0,73333.0,750.0,,,,2024.0,1,Main Street,Broker,,محل دوبلكس للبيع في شارع أبو داوود الظاهري بمدينة نصر – ٧٥٠ متر سوبر لوكس,https://aqarmap.com.eg/en/listing/6902047-for-sale-cairo-nasr-city-abou-dawoud-el-zaheri/,0,0
EG-6901868,Apartment,red sea hurghada resorts mjwysh,5767300.0,53900.0,107.0,2 rooms,1 bathroom,1.0,2028.0,1,Pool,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony",Apartments For sale in Magawish Resort with size 107 M² View Pool,https://aqarmap.com.eg/en/listing/6901868-for-sale-red-sea-hurghada-resorts-mjwysh/,5,1
EG-6901846,Apartment,red sea hurghada resorts mjwysh,5767300.0,53900.0,107.0,2 rooms,1 bathroom,1.0,2028.0,1,Pool,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony","Apartments For sale with size 107 M² Super lux View Pool, first floor, two rooms, one baths",https://aqarmap.com.eg/en/listing/6901846-for-sale-red-sea-hurghada-resorts-mjwysh/,5,1
EG-6901833,Apartment,red sea hurghada resorts mjwysh,6256800.0,58475.0,107.0,2 rooms,1 bathroom,1.0,2028.0,1,Pool,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony","Apartments For sale with size 107 M² Super lux View Pool, first floor, two rooms, one baths",https://aqarmap.com.eg/en/listing/6901833-for-sale-red-sea-hurghada-resorts-mjwysh/,5,1
EG-6901816,Studio,red sea hurghada resorts,3135000.0,55000.0,57.0,1 rooms,1 bathroom,2.0,2028.0,1,Pool,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony",studio For sale in Magawish Resort with size 57 M² View Pool,https://aqarmap.com.eg/en/listing/6901816-for-sale-red-sea-hurghada-resorts/,5,1
EG-6901801,Studio,red sea hurghada resorts mjwysh,3258681.0,57170.0,57.0,1 rooms,1 bathroom,2.0,2028.0,1,Pool,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony",Apartments For sale in Magawish Resort with size 57 M² View Pool,https://aqarmap.com.eg/en/listing/6901801-for-sale-red-sea-hurghada-resorts-mjwysh/,5,1
EG-6901788,Studio,red sea hurghada resorts mjwysh,3374333.0,58178.0,58.0,1 rooms,1 bathroom,1.0,2028.0,1,Sea View,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony",Apartments For sale in Magawish Resort with size 58 M² View Seaview,https://aqarmap.com.eg/en/listing/6901788-for-sale-red-sea-hurghada-resorts-mjwysh/,5,1
EG-6901887,Apartment,red sea hurghada resorts mjwysh,6054400.0,58215.0,104.0,2 rooms,1 bathroom,1.0,2028.0,1,Pool,Broker,"Elevator, Water Meter, Security, Swimming Pool, Garden, Balcony","Apartments For sale with size 104 M² Super lux View Pool, first floor, two rooms, one baths",https://aqarmap.com.eg/en/listing/6901887-for-sale-red-sea-hurghada-resorts-mjwysh/,6,1
EG-6901900,Apartment,alexandria smouha Muruj,6000000.0,37267.0,161.0,3 rooms,1 bathroom,13.0,2027.0,1,Plaza,Broker,,Apartments For sale in Muruj,https://aqarmap.com.eg/en/listing/6901900-for-sale-alexandria-smouha-Muruj/,0,1
EG-6901869,Apartment,cairo new administrative capital r8 sage lakes residence squares,3000000.0,17647.0,170.0,3 rooms,3 bathroom,4.0,2030.0,1,Main Street,Broker,"Elevator, Water Meter, Security, Balcony","Apartments 170 M² Super lux View Main Street, fourth floor, three rooms, three baths",https://aqarmap.com.eg/en/listing/6901869-for-sale-cairo-new-administrative-capital-r8-sage-lakes-residence-squares/,4,1
EG-6901768,Apartment,cairo faisal el maryotyah dr lashin st,1200000.0,8000.0,150.0,3 rooms,2 bathroom,9.0,2017.0,1,Main Street,Broker,"Elevator, Security, Balcony","Apartments For sale with size 150 M² Extra super lux View Main Street, ninth floor, three rooms, two baths",https://aqarmap.com.eg/en/listing/6901768-for-sale-cairo-faisal-el-maryotyah-dr-lashin-st/,3,0
EG-6901784,Apartment,alexandria el mandara alex el mandara qebli el zohour city,2600000.0,23636.0,110.0,2 rooms,1 bathroom,6.0,2013.0,1,Main Street,Broker,,Apartment For sale in El Zohour City,https://aqarmap.com.eg/en/listing/6901784-for-sale-alexandria-el-mandara-alex-el-mandara-qebli-el-zohour-city/,0,0
EG-6901798,Apartment,cairo new cairo compounds lakeview residence,29000000.0,131818.0,220.0,3 rooms,3 bathroom,0.0,2020.0,1,Garden,Broker,Garden,Apartment for sale in Compound Lake View Residences New Cairo,https://aqarmap.com.eg/en/listing/6901798-for-sale-cairo-new-cairo-compounds-lakeview-residence/,1,0
EG-6899947,Apartment,cairo new cairo compounds life wise erg,4680000.0,45000.0,104.0,2 rooms,2 bathroom,1.0,2029.0,1,Garden,Broker,"Elevator, Water Meter, Security, Garden, Balcony","Apartments 104 M² Without Finish View Garden, first floor, two rooms, two baths",https://aqarmap.com.eg/en/listing/6899947-for-sale-cairo-new-cairo-compounds-life-wise-erg/,5,1
EG-6901772,Studio,red sea hurghada resorts mjwysh,3135000.0,55000.0,57.0,1 rooms,1 bathroom,1.0,2028.0,1,Pool,Broker,"Elevator, Water Meter, Security, Swimming Pool, Garden, Balcony","Apartments 57 M² Super lux View Pool, first floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6901772-for-sale-red-sea-hurghada-resorts-mjwysh/,6,1
EG-6901898,Apartment,alexandria smouha Muruj,6500000.0,38690.0,168.0,3 rooms,1 bathroom,13.0,2027.0,1,Plaza,Broker,,شقة سكنية للبيع فاخرة في كمبوند مروج سموحة 168م,https://aqarmap.com.eg/en/listing/6901898-for-sale-alexandria-smouha-Muruj/,0,1
EG-6901931,Commercial,cairo new administrative capital r5 sign one mall rayn,3000000.0,150000.0,20.0,,,1.0,2028.0,1,Main Street,Broker,"Water Meter, Security, Parking, Garden",Shops For sale in Sign One Mall - Rayn with size 20 M² View Main Street,https://aqarmap.com.eg/en/listing/6901931-for-sale-cairo-new-administrative-capital-r5-sign-one-mall-rayn/,4,1
EG-6901748,Apartment,cairo new cairo compounds hayati residence,11000000.0,59459.0,185.0,3 rooms,2 bathroom,2.0,2020.0,1,Garden,Broker,Garden,Apartment for sale in Compound Hayati Residence New Cairo,https://aqarmap.com.eg/en/listing/6901748-for-sale-cairo-new-cairo-compounds-hayati-residence/,1,0
EG-6901765,Studio,red sea hurghada resorts mjwysh,3021000.0,53000.0,57.0,1 rooms,1 bathroom,1.0,2028.0,1,Pool,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony","Apartments For sale with size 57 M² Super lux View Pool, first floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6901765-for-sale-red-sea-hurghada-resorts-mjwysh/,5,1
EG-6901891,Apartment,alexandria smouha Muruj,12720000.0,60000.0,212.0,4 rooms,3 bathroom,13.0,2027.0,1,Plaza,Broker,,Apartments For sale in Muruj,https://aqarmap.com.eg/en/listing/6901891-for-sale-alexandria-smouha-Muruj/,0,1
EG-6901735,Villa,cairo new cairo compounds city gate sapphire city gate,21000000.0,82031.0,256.0,3 rooms,4 bathroom,,2024.0,1,Garden,Broker,Garden,Quattro Villa for sale in Compound City Gate New Cairo,https://aqarmap.com.eg/en/listing/6901735-for-sale-cairo-new-cairo-compounds-city-gate-sapphire-city-gate/,1,0
EG-6901746,Apartment,red sea hurghada resorts,4257667.0,58324.0,73.0,1 rooms,1 bathroom,1.0,2028.0,1,Sea View,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony","Super lux Apartments in Magawish Resort with size 73 M² View Seaview Super lux, first floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6901746-for-sale-red-sea-hurghada-resorts/,5,1
EG-6901736,Apartment,red sea hurghada resorts,4127383.0,56539.0,73.0,1 rooms,1 bathroom,1.0,2028.0,1,Pool,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony","Apartments For sale with size 73 M² Super lux View Pool, first floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6901736-for-sale-red-sea-hurghada-resorts/,5,1
EG-6901723,Apartment,red sea hurghada resorts mjwysh,4799483.0,55808.0,86.0,1 rooms,1 bathroom,1.0,2028.0,1,Pool,Broker,"Elevator, Water Meter, Security, Swimming Pool, Garden, Balcony",استثمر غرفة وصالة 86 م بإطلالة حمام سباحة في موقع مميز,https://aqarmap.com.eg/en/listing/6901723-for-sale-red-sea-hurghada-resorts-mjwysh/,6,1
EG-6901648,Apartment,red sea hurghada resorts,3212000.0,44000.0,73.0,1 rooms,1 bathroom,2.0,2028.0,1,Back,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony","Super lux Apartments in Magawish Resort with size 73 M² View Back Super lux, second floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6901648-for-sale-red-sea-hurghada-resorts/,5,1
EG-6901707,Apartment,red sea hurghada resorts mjwysh,4175600.0,57200.0,73.0,1 rooms,1 bathroom,2.0,2028.0,1,Pool,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony","Apartments 73 M² Super lux View Pool, second floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6901707-for-sale-red-sea-hurghada-resorts-mjwysh/,5,1
EG-6899430,Apartment,sharqia 10th of ramadan 10th of ramadan al hay al hady asher,1200000.0,16000.0,75.0,2 rooms,1 bathroom,,,1,Main Street,Broker,Balcony,Residential For sale in Other Neighborhoods In El Ordoneya District with size 75 M² View Main Street,https://aqarmap.com.eg/en/listing/6899430-for-sale-sharqia-10th-of-ramadan-10th-of-ramadan-al-hay-al-hady-asher/,1,0
EG-6901858,Apartment,cairo new administrative capital r8 hava residence compound qurtaba,4290000.0,33000.0,130.0,2 rooms,2 bathroom,4.0,2030.0,1,Main Street,Broker,"Elevator, Water Meter, Security, Balcony","Finish:Semi Finished 130 M² View Main Street, fourth floor, two rooms, two baths in Hava Residence Compound - Qurtaba",https://aqarmap.com.eg/en/listing/6901858-for-sale-cairo-new-administrative-capital-r8-hava-residence-compound-qurtaba/,4,1
EG-6901630,Apartment,red sea hurghada resorts,3454333.0,47320.0,73.0,1 rooms,1 bathroom,1.0,2028.0,1,Back,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony","Apartments 73 M² Super lux View Back, first floor, one rooms, one baths",https://aqarmap.com.eg/en/listing/6901630-for-sale-red-sea-hurghada-resorts/,5,1
EG-6901677,Apartment,cairo new cairo el gameyat jnwb ljm yt sakan masr,3270000.0,28435.0,115.0,3 rooms,1 bathroom,3.0,2018.0,1,Main Street,Broker,,"شقة ""ألترا سوبر لوكس"" للبيع - سكن مصر (الأندلس)",https://aqarmap.com.eg/en/listing/6901677-for-sale-cairo-new-cairo-el-gameyat-jnwb-ljm-yt-sakan-masr/,0,0
