Listing_ID,Type,Address,Price,Price_Per_M2,Area,Rooms,Bathrooms,Floor,Year_Built,Finish,View,Seller_Type,Amenities,Description,Link,Amenities_Count,Is_Installments
EG-6899016,Apartment,cairo nasr city mostafa el nahaas st,4200000.0,28000.0,150.0,3 rooms,1 bathroom,1.0,1999.0,1,Main Street,Developer,"Elevator, Water Meter, Natural Gas, Parking, Balcony",,https://aqarmap.com.eg/en/listing/6899016-for-sale-cairo-nasr-city-mostafa-el-nahaas-st/,5,0
EG-6897214,Duplex,cairo new cairo ganob el akadamiya south academy o el sheikh mostafa ismael st,14000000.0,31111.0,450.0,4 rooms,3 bathroom,0.0,2026.0,1,Garden,Broker,Garden,,https://aqarmap.com.eg/en/listing/6897214-for-sale-cairo-new-cairo-ganob-el-akadamiya-south-academy-o-el-sheikh-mostafa-ismael-st/,1,0
EG-6899097,Apartment,damietta mdyn dmyt ljdyd lmntq lmrkzy,7347300.0,37678.0,195.0,3 rooms,2 bathroom,3.0,2026.0,1,Main Street,Developer,"Elevator, Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6899097-for-sale-damietta-mdyn-dmyt-ljdyd-lmntq-lmrkzy/,4,1
EG-6899095,Apartment,cairo new heliopolis lhy lthny,1600000.0,13333.0,120.0,2 rooms,2 bathroom,1.0,2026.0,1,Main Street,Developer,,,https://aqarmap.com.eg/en/listing/6899095-for-sale-cairo-new-heliopolis-lhy-lthny/,0,0
EG-6898810,Chalet,north coast resorts virginia flower resort solid,1006600.0,22369.0,45.0,1 rooms,1 bathroom,1.0,2028.0,1,Pool,Developer,,,https://aqarmap.com.eg/en/listing/6898810-for-sale-north-coast-resorts-virginia-flower-resort-solid/,0,1
EG-6898906,Villa,north coast resorts sedra north coast 1,48000000.0,64000.0,750.0,6 rooms,9 bathroom,,2026.0,1,Main Street,Developer,,,https://aqarmap.com.eg/en/listing/6898906-for-sale-north-coast-resorts-sedra-north-coast-1/,0,1
EG-6897462,Duplex,cairo 6th of october el ahyaa neighborhood 8th neighborhood 1,10000000.0,29412.0,340.0,4 rooms,3 bathroom,1.0,2020.0,1,Other,Broker,"Security, Swimming Pool, Balcony",,https://aqarmap.com.eg/en/listing/6897462-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-8th-neighborhood-1/,3,0
EG-6897247,Apartment,cairo el maadi compounds ashgar darna,5500000.0,28351.0,194.0,3 rooms,3 bathroom,7.0,2026.0,1,Garden,Broker,"Elevator, Water Meter, Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6897247-for-sale-cairo-el-maadi-compounds-ashgar-darna/,5,0
EG-6898804,Chalet,north coast resorts virginia flower resort solid,1006600.0,22369.0,45.0,1 rooms,1 bathroom,1.0,2028.0,1,Pool,Developer,,,https://aqarmap.com.eg/en/listing/6898804-for-sale-north-coast-resorts-virginia-flower-resort-solid/,0,1
EG-6897265,Apartment,cairo 6th of october el ahyaa neighborhood 3rd al hay al thalith st,7300000.0,29200.0,250.0,3 rooms,3 bathroom,2.0,2021.0,1,Other,Broker,"Security, Balcony",,https://aqarmap.com.eg/en/listing/6897265-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-3rd-al-hay-al-thalith-st/,2,0
EG-6897237,Apartment,cairo 6th of october compounds diar el tameer,6000000.0,29851.0,201.0,3 rooms,2 bathroom,0.0,2020.0,1,Main Street,Broker,"Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6897237-for-sale-cairo-6th-of-october-compounds-diar-el-tameer/,3,0
EG-6899027,Apartment,damietta mdyn dmyt ljdyd lmntq lmrkzy,6475000.0,35000.0,185.0,3 rooms,2 bathroom,3.0,2026.0,1,Main Street,Developer,Balcony,,https://aqarmap.com.eg/en/listing/6899027-for-sale-damietta-mdyn-dmyt-ljdyd-lmntq-lmrkzy/,1,1
EG-6897207,Villa,cairo new cairo el banafsg el banafsag villas,4800000.0,21818.0,220.0,3 rooms,2 bathroom,,,1,Corner,Broker,Balcony,,https://aqarmap.com.eg/en/listing/6897207-for-sale-cairo-new-cairo-el-banafsg-el-banafsag-villas/,1,0
EG-6899085,Apartment,cairo new heliopolis lhy lthny,1600000.0,13333.0,120.0,2 rooms,2 bathroom,1.0,2025.0,1,Main Street,Developer,,,https://aqarmap.com.eg/en/listing/6899085-for-sale-cairo-new-heliopolis-lhy-lthny/,0,0
EG-6897255,Duplex,cairo el sheikh zayed city el hay elthamen area 1,8750000.0,25362.0,345.0,4 rooms,3 bathroom,2.0,2021.0,1,Main Street,Broker,"Water Meter, Natural Gas, Security, Balcony",,https://aqarmap.com.eg/en/listing/6897255-for-sale-cairo-el-sheikh-zayed-city-el-hay-elthamen-area-1/,4,0
EG-6897175,Apartment,cairo new cairo bait el watan second neighborhood,4300000.0,25749.0,167.0,3 rooms,2 bathroom,0.0,2025.0,1,Garden,Broker,"Water Meter, Natural Gas, Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6897175-for-sale-cairo-new-cairo-bait-el-watan-second-neighborhood/,5,0
EG-6898902,Chalet,ain elsokhna resorts heaven hills resort alborouj misr,5144275.0,71448.0,72.0,1 rooms,1 bathroom,1.0,2028.0,1,Sea View,Developer,Garden,,https://aqarmap.com.eg/en/listing/6898902-for-sale-ain-elsokhna-resorts-heaven-hills-resort-alborouj-misr/,1,1
EG-6898881,Villa,alexandria international coastal road compounds in international coastal road blm hylz lskndry,30500000.0,71429.0,427.0,5 rooms,6 bathroom,,2027.0,1,Main Street,Developer,,,https://aqarmap.com.eg/en/listing/6898881-for-sale-alexandria-international-coastal-road-compounds-in-international-coastal-road-blm-hylz-lskndry/,0,1
EG-6899012,Apartment,cairo 6th of october compounds etlala compound,2194000.0,20895.0,105.0,3 rooms,2 bathroom,1.0,2030.0,1,Garden,Developer,"Elevator, Water Meter, Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6899012-for-sale-cairo-6th-of-october-compounds-etlala-compound/,5,1
EG-6899023,Apartment,cairo new heliopolis lhy lthny,1600000.0,13333.0,120.0,2 rooms,2 bathroom,1.0,2026.0,1,Main Street,Developer,,,https://aqarmap.com.eg/en/listing/6899023-for-sale-cairo-new-heliopolis-lhy-lthny/,0,0
EG-6897186,Penthouse,cairo 6th of october compounds garden hills,5250000.0,17500.0,300.0,4 rooms,4 bathroom,5.0,2020.0,1,Lake,Broker,"Elevator, Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6897186-for-sale-cairo-6th-of-october-compounds-garden-hills/,4,0
EG-6897165,Apartment,cairo new cairo bait el watan second neighborhood,2450000.0,19291.0,127.0,2 rooms,2 bathroom,1.0,2025.0,1,Garden,Broker,"Water Meter, Natural Gas, Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6897165-for-sale-cairo-new-cairo-bait-el-watan-second-neighborhood/,5,0
EG-6897195,Apartment,cairo new cairo el yassamin el yasmeen 4 ali al sibai st,6700000.0,37222.0,180.0,3 rooms,2 bathroom,1.0,2026.0,1,Garden,Broker,Garden,,https://aqarmap.com.eg/en/listing/6897195-for-sale-cairo-new-cairo-el-yassamin-el-yasmeen-4-ali-al-sibai-st/,1,0
EG-6897230,Penthouse,cairo 6th of october compounds garden hills,3900000.0,16957.0,230.0,4 rooms,2 bathroom,4.0,2020.0,1,Other,Broker,"Elevator, Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6897230-for-sale-cairo-6th-of-october-compounds-garden-hills/,4,0
EG-6897439,Duplex,cairo new cairo el banafsg el banafsag omarat al gabri st,8000000.0,22409.0,357.0,3 rooms,3 bathroom,0.0,2026.0,1,Garden,Broker,Garden,,https://aqarmap.com.eg/en/listing/6897439-for-sale-cairo-new-cairo-el-banafsg-el-banafsag-omarat-al-gabri-st/,1,0
EG-6897318,Roof,cairo new cairo el narges el narges omarat abdallah el nadim st,7650000.0,21857.0,350.0,4 rooms,3 bathroom,5.0,2026.0,1,Garden,Broker,"Elevator, Garden",,https://aqarmap.com.eg/en/listing/6897318-for-sale-cairo-new-cairo-el-narges-el-narges-omarat-abdallah-el-nadim-st/,2,0
EG-6897312,Duplex,cairo new cairo el narges el narges 8 omar makram street,7500000.0,17647.0,425.0,4 rooms,3 bathroom,0.0,2026.0,1,Garden,Broker,Garden,,https://aqarmap.com.eg/en/listing/6897312-for-sale-cairo-new-cairo-el-narges-el-narges-8-omar-makram-street/,1,0
EG-6899021,Apartment,cairo new heliopolis lhy lthny,1600000.0,13333.0,120.0,2 rooms,2 bathroom,1.0,2026.0,1,Main Street,Developer,,,https://aqarmap.com.eg/en/listing/6899021-for-sale-cairo-new-heliopolis-lhy-lthny/,0,0
EG-6898927,Studio,cairo el maadi compounds reve du nil tower novara,11716250.0,180250.0,65.0,1 rooms,1 bathroom,6.0,2027.0,1,Nile View,Developer,,,https://aqarmap.com.eg/en/listing/6898927-for-sale-cairo-el-maadi-compounds-reve-du-nil-tower-novara/,0,1
EG-6899254,Apartment,cairo new cairo llwts ljdyd,6500000.0,28634.0,227.0,3 rooms,3 bathroom,3.0,2026.0,1,Corner,Developer,,,https://aqarmap.com.eg/en/listing/6899254-for-sale-cairo-new-cairo-llwts-ljdyd/,0,0
EG-6898947,Chalet,north coast new alamein mntj t l lmyn ljdyd ajaza compound mmg,5283900.0,46350.0,114.0,3 rooms,2 bathroom,1.0,2028.0,1,Main Street,Developer,,,https://aqarmap.com.eg/en/listing/6898947-for-sale-north-coast-new-alamein-mntj-t-l-lmyn-ljdyd-ajaza-compound-mmg/,0,1
EG-6898819,Chalet,north coast resorts virginia flower resort solid,1202500.0,24050.0,50.0,2 rooms,1 bathroom,3.0,2028.0,1,Pool,Developer,,,https://aqarmap.com.eg/en/listing/6898819-for-sale-north-coast-resorts-virginia-flower-resort-solid/,0,1
EG-6897271,Apartment,cairo 6th of october el hay el motamyz first touristic village el shaheed mohammed abdul latif alshimi st,6800000.0,34000.0,200.0,3 rooms,3 bathroom,2.0,2020.0,1,Other,Broker,"Security, Balcony",,https://aqarmap.com.eg/en/listing/6897271-for-sale-cairo-6th-of-october-el-hay-el-motamyz-first-touristic-village-el-shaheed-mohammed-abdul-latif-alshimi-st/,2,0
EG-6898790,Villa,alexandria international coastal road compounds in international coastal road blm hylz lskndry,17500000.0,62500.0,280.0,5 rooms,3 bathroom,,2026.0,1,Main Street,Developer,Garden,,https://aqarmap.com.eg/en/listing/6898790-for-sale-alexandria-international-coastal-road-compounds-in-international-coastal-road-blm-hylz-lskndry/,1,0
EG-6899039,Apartment,alexandria smouha Muruj,6681000.0,51000.0,131.0,3 rooms,2 bathroom,13.0,2027.0,1,Club,Developer,"Elevator, Water Meter, Natural Gas, Security",,https://aqarmap.com.eg/en/listing/6899039-for-sale-alexandria-smouha-Muruj/,4,1
EG-6899011,Apartment,cairo new heliopolis lhy lthny,1600000.0,13333.0,120.0,2 rooms,2 bathroom,1.0,2026.0,1,Main Street,Developer,,,https://aqarmap.com.eg/en/listing/6899011-for-sale-cairo-new-heliopolis-lhy-lthny/,0,0
EG-6898976,Apartment,cairo new administrative capital r8 euphoria queen land compound,5688596.0,38963.0,146.0,3 rooms,3 bathroom,2.0,2030.0,1,Main Street,Developer,"Elevator, Water Meter, Security, Balcony",,https://aqarmap.com.eg/en/listing/6898976-for-sale-cairo-new-administrative-capital-r8-euphoria-queen-land-compound/,4,1
EG-6897395,Duplex,cairo new cairo ganob el akadamiya south academy o el sheikh mostafa ismael st,12000000.0,24000.0,500.0,4 rooms,3 bathroom,0.0,2026.0,1,Garden,Broker,Garden,,https://aqarmap.com.eg/en/listing/6897395-for-sale-cairo-new-cairo-ganob-el-akadamiya-south-academy-o-el-sheikh-mostafa-ismael-st/,1,0
EG-6897199,Apartment,cairo 6th of october compounds el maamoura compound,4300000.0,31618.0,136.0,2 rooms,1 bathroom,1.0,2020.0,1,Main Street,Broker,"Security, Balcony",,https://aqarmap.com.eg/en/listing/6897199-for-sale-cairo-6th-of-october-compounds-el-maamoura-compound/,2,0
EG-6897384,Duplex,cairo new cairo el banafsg el banafsag 12,17000000.0,21250.0,800.0,4 rooms,3 bathroom,0.0,2026.0,1,Garden,Broker,Garden,,https://aqarmap.com.eg/en/listing/6897384-for-sale-cairo-new-cairo-el-banafsg-el-banafsag-12/,1,0
EG-6897577,Apartment,cairo 6th of october hadaeq october investors association,1200000.0,13333.0,90.0,2 rooms,1 bathroom,3.0,2014.0,1,Other,Broker,"Elevator, Water Meter, Natural Gas, Security, Balcony",,https://aqarmap.com.eg/en/listing/6897577-for-sale-cairo-6th-of-october-hadaeq-october-investors-association/,5,0
EG-6897266,Apartment,cairo 6th of october compounds garden hills,3250000.0,25000.0,130.0,2 rooms,1 bathroom,1.0,2020.0,1,Main Street,Broker,"Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6897266-for-sale-cairo-6th-of-october-compounds-garden-hills/,3,0
EG-6897565,Apartment,cairo 6th of october hadaeq october mosalsal 6,2300000.0,15862.0,145.0,3 rooms,2 bathroom,2.0,2012.0,1,Other,Broker,"Elevator, Water Meter, Security, Parking, Balcony",,https://aqarmap.com.eg/en/listing/6897565-for-sale-cairo-6th-of-october-hadaeq-october-mosalsal-6/,5,0
EG-6897563,Penthouse,cairo 6th of october compounds mountain view icity october mv park mountain view icity october,9000000.0,45000.0,200.0,3 rooms,2 bathroom,4.0,2028.0,1,Main Street,Broker,,,https://aqarmap.com.eg/en/listing/6897563-for-sale-cairo-6th-of-october-compounds-mountain-view-icity-october-mv-park-mountain-view-icity-october/,0,0
EG-6897374,Duplex,cairo new cairo ganob el akadamiya south academy h amr ibn el ass st,15000000.0,31915.0,470.0,4 rooms,3 bathroom,0.0,2026.0,1,Garden,Broker,Garden,,https://aqarmap.com.eg/en/listing/6897374-for-sale-cairo-new-cairo-ganob-el-akadamiya-south-academy-h-amr-ibn-el-ass-st/,1,0
EG-6898915,Apartment,alexandria sawary compounds saluga elite compound el ghoniemy,9591000.0,69000.0,139.0,3 rooms,2 bathroom,8.0,2029.0,1,Main Street,Developer,,,https://aqarmap.com.eg/en/listing/6898915-for-sale-alexandria-sawary-compounds-saluga-elite-compound-el-ghoniemy/,0,1
EG-6898977,Apartment,cairo new heliopolis lhy lthny,1600000.0,13333.0,120.0,2 rooms,2 bathroom,1.0,2025.0,1,Main Street,Developer,,,https://aqarmap.com.eg/en/listing/6898977-for-sale-cairo-new-heliopolis-lhy-lthny/,0,0
EG-6898893,Apartment,cairo 6th of october hadaeq october compounds park hills compound emarcom,2400000.0,13873.0,173.0,3 rooms,2 bathroom,1.0,2029.0,1,Garden,Developer,"Elevator, Water Meter, Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6898893-for-sale-cairo-6th-of-october-hadaeq-october-compounds-park-hills-compound-emarcom/,5,1
EG-6898892,Apartment,cairo new administrative capital r3 lmqsd almaqsad park,3677000.0,24191.0,152.0,3 rooms,3 bathroom,3.0,2026.0,1,Main Street,Developer,"Elevator, Water Meter, Security, Balcony",,https://aqarmap.com.eg/en/listing/6898892-for-sale-cairo-new-administrative-capital-r3-lmqsd-almaqsad-park/,4,0
EG-6898816,Chalet,north coast resorts virginia flower resort solid,1202500.0,24050.0,50.0,2 rooms,1 bathroom,3.0,2028.0,1,Pool,Developer,,,https://aqarmap.com.eg/en/listing/6898816-for-sale-north-coast-resorts-virginia-flower-resort-solid/,0,1
EG-6898936,Apartment,damietta mdyn dmyt ljdyd lmntq lmrkzy,5737200.0,35198.0,163.0,3 rooms,2 bathroom,3.0,2026.0,1,Garden,Developer,"Elevator, Water Meter, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6898936-for-sale-damietta-mdyn-dmyt-ljdyd-lmntq-lmrkzy/,4,1
EG-6899030,Chalet,alexandria smouha compounds in smouha valore antoniadis compound el ghonimy,8100000.0,37500.0,216.0,3 rooms,3 bathroom,3.0,2020.0,1,Other,Developer,"Elevator, Water Meter, Security, Balcony",,https://aqarmap.com.eg/en/listing/6899030-for-sale-alexandria-smouha-compounds-in-smouha-valore-antoniadis-compound-el-ghonimy/,4,1
EG-6885418,Apartment,cairo 6th of october ganob el ahyaaa,600000.0,9524.0,63.0,2 rooms,1 bathroom,4.0,2010.0,1,Main Street,Private Owner,"Water Meter, Natural Gas",,https://aqarmap.com.eg/en/listing/6885418-for-sale-cairo-6th-of-october-ganob-el-ahyaaa/,2,1
EG-6901479,Apartment,cairo el maadi zahraa el maadi el merag el elwy,3500000.0,26923.0,130.0,3 rooms,2 bathroom,0.0,2025.0,1,Main Street,Broker,,,https://aqarmap.com.eg/en/listing/6901479-for-sale-cairo-el-maadi-zahraa-el-maadi-el-merag-el-elwy/,0,0
EG-6897234,Apartment,cairo 6th of october hadaeq october compounds ashgar city,12300000.0,51899.0,237.0,3 rooms,2 bathroom,1.0,2020.0,1,Other,Broker,"Water Meter, Natural Gas, Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6897234-for-sale-cairo-6th-of-october-hadaeq-october-compounds-ashgar-city/,5,0
EG-6898917,Villa,cairo new administrative capital r3 lmqsd almaqsad park,5008000.0,32947.0,152.0,3 rooms,3 bathroom,2.0,2023.0,1,Garden,Developer,Garden,,https://aqarmap.com.eg/en/listing/6898917-for-sale-cairo-new-administrative-capital-r3-lmqsd-almaqsad-park/,1,1
EG-6898963,Apartment,cairo new cairo el andalous al andalus 1,4100000.0,24118.0,170.0,3 rooms,2 bathroom,3.0,2020.0,1,Main Street,Developer,"Elevator, Water Meter, Natural Gas, Security, Parking",,https://aqarmap.com.eg/en/listing/6898963-for-sale-cairo-new-cairo-el-andalous-al-andalus-1/,5,0
EG-6746720,Apartment,cairo el sheikh zayed city el hay elasher,9730000.0,32007.0,304.0,3 rooms,3 bathroom,2.0,2015.0,1,Garden,Private Owner,"Elevator, Water Meter, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6746720-for-sale-cairo-el-sheikh-zayed-city-el-hay-elasher/,4,0
EG-6897400,Apartment,cairo new cairo el banafsg el banafsag 9 ibrahim saafan st,10000000.0,50000.0,200.0,3 rooms,3 bathroom,0.0,2026.0,1,Garden,Broker,"Water Meter, Natural Gas, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6897400-for-sale-cairo-new-cairo-el-banafsg-el-banafsag-9-ibrahim-saafan-st/,4,0
EG-6898813,Chalet,north coast resorts virginia flower resort solid,1006600.0,22369.0,45.0,1 rooms,1 bathroom,1.0,2028.0,1,Pool,Developer,,,https://aqarmap.com.eg/en/listing/6898813-for-sale-north-coast-resorts-virginia-flower-resort-solid/,0,1
EG-6897229,Duplex,cairo 6th of october mhwr lbwlyfrd,3450000.0,11897.0,290.0,3 rooms,2 bathroom,1.0,2020.0,1,Main Street,Broker,"Security, Balcony",,https://aqarmap.com.eg/en/listing/6897229-for-sale-cairo-6th-of-october-mhwr-lbwlyfrd/,2,0
EG-6898802,Chalet,north coast resorts virginia flower resort solid,1006600.0,22369.0,45.0,1 rooms,1 bathroom,1.0,2028.0,1,Pool,Developer,,,https://aqarmap.com.eg/en/listing/6898802-for-sale-north-coast-resorts-virginia-flower-resort-solid/,0,1
EG-6897223,Roof,cairo 6th of october el hay el motamyz fourth touristic village mahmoud sami el baroudi st,5600000.0,10874.0,515.0,2 rooms,2 bathroom,4.0,2020.0,1,Other,Broker,"Elevator, Security, Balcony",,https://aqarmap.com.eg/en/listing/6897223-for-sale-cairo-6th-of-october-el-hay-el-motamyz-fourth-touristic-village-mahmoud-sami-el-baroudi-st/,3,0
EG-6898800,Chalet,north coast resorts virginia flower resort solid,805700.0,28775.0,28.0,1 rooms,1 bathroom,3.0,2028.0,1,Pool,Developer,,,https://aqarmap.com.eg/en/listing/6898800-for-sale-north-coast-resorts-virginia-flower-resort-solid/,0,1
EG-6897217,Apartment,cairo 6th of october compounds kmbwnd jryn 6 mbny drys,4500000.0,37190.0,121.0,2 rooms,2 bathroom,1.0,2026.0,1,Main Street,Broker,"Security, Balcony",,https://aqarmap.com.eg/en/listing/6897217-for-sale-cairo-6th-of-october-compounds-kmbwnd-jryn-6-mbny-drys/,2,0
EG-6897133,Apartment,cairo new cairo new narges,4200000.0,25455.0,165.0,3 rooms,3 bathroom,3.0,2025.0,1,Garden,Broker,"Water Meter, Natural Gas, Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6897133-for-sale-cairo-new-cairo-new-narges/,5,0
EG-6839573,Apartment,alexandria al agamy shataa el nakheel street 10,850000.0,10625.0,80.0,2 rooms,1 bathroom,5.0,2007.0,1,Main Street,Broker,"Elevator, Water Meter, Security, Swimming Pool, Balcony",,https://aqarmap.com.eg/en/listing/6839573-for-sale-alexandria-al-agamy-shataa-el-nakheel-street-10/,5,0
EG-6884961,Apartment,cairo el mohandesen shr jm ldwl l rby,6300000.0,48462.0,130.0,2 rooms,3 bathroom,7.0,2020.0,1,Other,Broker,"Elevator, Security",,https://aqarmap.com.eg/en/listing/6884961-for-sale-cairo-el-mohandesen-shr-jm-ldwl-l-rby/,2,0
EG-6886353,Apartment,cairo hadayek el koba hamamat el koba,4600000.0,22439.0,205.0,3 rooms,2 bathroom,5.0,2002.0,1,Main Street,Private Owner,"Elevator, Water Meter, Natural Gas, Security, Balcony",,https://aqarmap.com.eg/en/listing/6886353-for-sale-cairo-hadayek-el-koba-hamamat-el-koba/,5,0
EG-6898949,Apartment,cairo new cairo bait el watan fifth neighborhood,5345000.0,25452.0,210.0,3 rooms,3 bathroom,0.0,2026.0,1,Garden,Developer,"Elevator, Water Meter, Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6898949-for-sale-cairo-new-cairo-bait-el-watan-fifth-neighborhood/,5,1
EG-6884567,Apartment,cairo hadayek el koba hamamat el koba,1700000.0,24286.0,70.0,2 rooms,1 bathroom,,,1,Side Street,Private Owner,Balcony,,https://aqarmap.com.eg/en/listing/6884567-for-sale-cairo-hadayek-el-koba-hamamat-el-koba/,1,0
EG-6902120,Apartment,cairo nasr city hay el waha el khamseen st,2755000.0,19000.0,145.0,3 rooms,2 bathroom,4.0,2028.0,1,Main Street,Broker,,,https://aqarmap.com.eg/en/listing/6902120-for-sale-cairo-nasr-city-hay-el-waha-el-khamseen-st/,0,1
EG-6897218,Apartment,cairo 6th of october el ahyaa neighborhood 3rd al hay al thalith st,4000000.0,27586.0,145.0,3 rooms,1 bathroom,3.0,2020.0,1,Other,Broker,"Security, Balcony",,https://aqarmap.com.eg/en/listing/6897218-for-sale-cairo-6th-of-october-el-ahyaa-neighborhood-3rd-al-hay-al-thalith-st/,2,0
EG-6897184,Apartment,cairo new cairo bait el watan shml byt lwtn,3500000.0,22581.0,155.0,3 rooms,2 bathroom,2.0,2025.0,1,Garden,Broker,"Water Meter, Natural Gas, Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6897184-for-sale-cairo-new-cairo-bait-el-watan-shml-byt-lwtn/,5,0
EG-6897079,Apartment,alexandria al agamy shataa el nakheel street 10,690000.0,7667.0,90.0,2 rooms,1 bathroom,5.0,2010.0,1,Sea View,Broker,"Elevator, Water Meter, Security, Balcony",,https://aqarmap.com.eg/en/listing/6897079-for-sale-alexandria-al-agamy-shataa-el-nakheel-street-10/,4,0
EG-6898933,Duplex,cairo new cairo lmstqbl syty compounds kmbwnd l myrd lmstqbl,7000000.0,36458.0,192.0,4 rooms,3 bathroom,1.0,2023.0,1,Garden,Developer,Garden,,https://aqarmap.com.eg/en/listing/6898933-for-sale-cairo-new-cairo-lmstqbl-syty-compounds-kmbwnd-l-myrd-lmstqbl/,1,0
EG-6897126,Apartment,cairo 6th of october compounds garden hills,5000000.0,38462.0,130.0,2 rooms,2 bathroom,1.0,2020.0,1,Main Street,Broker,"Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6897126-for-sale-cairo-6th-of-october-compounds-garden-hills/,3,0
EG-6897182,Apartment,cairo 6th of october hadaeq october compounds horus compound el mokhabarat,2350000.0,21560.0,109.0,3 rooms,1 bathroom,5.0,2020.0,1,Main Street,Broker,"Elevator, Security, Balcony",,https://aqarmap.com.eg/en/listing/6897182-for-sale-cairo-6th-of-october-hadaeq-october-compounds-horus-compound-el-mokhabarat/,3,0
EG-6884439,Apartment,cairo al oubour l bwr ljdyd waad compound kayan,4000000.0,24242.0,165.0,3 rooms,3 bathroom,2.0,2028.0,1,Main Street,Broker,,,https://aqarmap.com.eg/en/listing/6884439-for-sale-cairo-al-oubour-l-bwr-ljdyd-waad-compound-kayan/,0,1
EG-6897137,Apartment,cairo new cairo bait el watan first neighborhood,3500000.0,25926.0,135.0,3 rooms,2 bathroom,1.0,2025.0,1,Garden,Broker,"Water Meter, Natural Gas, Security, Garden, Balcony",,https://aqarmap.com.eg/en/listing/6897137-for-sale-cairo-new-cairo-bait-el-watan-first-neighborhood/,5,0
EG-6885576,Apartment,cairo new cairo lrhb city mtdd lrhb phase 8,6300000.0,63636.0,99.0,2 rooms,1 bathroom,2.0,2026.0,1,Garden,Broker,Garden,,https://aqarmap.com.eg/en/listing/6885576-for-sale-cairo-new-cairo-lrhb-city-mtdd-lrhb-phase-8/,1,0
EG-6897131,Penthouse,cairo 6th of october hadaeq october compounds sun capital,11700000.0,69643.0,168.0,3 rooms,3 bathroom,3.0,2021.0,1,Main Street,Broker,,,https://aqarmap.com.eg/en/listing/6897131-for-sale-cairo-6th-of-october-hadaeq-october-compounds-sun-capital/,0,0
EG-6884379,Apartment,cairo el marg lmrj ljdyd,1150000.0,8214.0,140.0,3 rooms,2 bathroom,5.0,2020.0,1,Side Street,Private Owner,"Water Meter, Balcony",,https://aqarmap.com.eg/en/listing/6884379-for-sale-cairo-el-marg-lmrj-ljdyd/,2,0
EG-6898635,Chalet,north coast resorts el rawda village,3500000.0,23333.0,150.0,4 rooms,2 bathroom,3.0,2018.0,1,Sea View,Developer,,,https://aqarmap.com.eg/en/listing/6898635-for-sale-north-coast-resorts-el-rawda-village/,0,0
EG-6865706,Duplex,https://aqarmap.com.eg/en/listing/6865706 projects sky bridge,11962500.0,137500.0,56.0,,"##Services Available in Sky Bridge Al-Fath Group was keen to provide all the basic services for an ideal work environment and to attract customers to the shops, as well as the services and luxuries necessary for a modern and upscale life for the residents, and these services include: Security and guarding systems that work throughout the day to maintain security and safety within the project, in addition to the presence of the latest fire alarms and extinguishers. The first hanging restaurant in the administrative capital with the most beautiful views T, in addition to other restaurants and cafes that serve delicious foods. Conference and meeting rooms equipped to the highest standard, and areas designated to receive visitors. Using clean solar energy as a source of energy, saving Wi-Fi up for the entire project. Wide green areas, swimming pools and water fountains for stunning views. Use light and noise insulating glass to keep calm and focus on business. A safe kids area with fun games. Health club, spa, jacuzzi and gym equipped with the latest sports equipment. A separate hotel building in the Downtown with hotel units. 2 elevators and escalators to facilitate the transition between floors. A private entrance to the administrative building and another to the residential building. Attractive exterior facades attract attention. Private bathrooms for administrative units.",11.0,,1,Main Street,,"Elevator, Security, Swimming Pool, Parking, Garden",,https://aqarmap.com.eg/en/listing/6865706-projects-sky-bridge/,5,1
EG-6884113,Apartment,cairo old cairo el fostat mohamed salem st,2800000.0,23333.0,120.0,3 rooms,1 bathroom,1.0,2007.0,1,Side Street,Private Owner,,,https://aqarmap.com.eg/en/listing/6884113-for-sale-cairo-old-cairo-el-fostat-mohamed-salem-st/,0,0
